ubigeo,distrito,tipo_area,poblacion,anio
130109,"La Libertad, Trujillo, distrito: Salaverry",Urbano censal,20156,2017
130109,"La Libertad, Trujillo, distrito: Salaverry",Rural censal,40,2017
130109,"La Libertad, Trujillo, distrito: Salaverry",Total,20196,2017
130110,"La Libertad, Trujillo, distrito: Simbal",Urbano censal,951,2017
130110,"La Libertad, Trujillo, distrito: Simbal",Rural censal,3398,2017
130110,"La Libertad, Trujillo, distrito: Simbal",Total,4349,2017
130111,"La Libertad, Trujillo, distrito: Victor Larco Herrera",Urbano censal,71865,2017
130111,"La Libertad, Trujillo, distrito: Victor Larco Herrera",Total,71865,2017
130201,"La Libertad, Ascope, distrito: Ascope",Urbano censal,6262,2017
130201,"La Libertad, Ascope, distrito: Ascope",Rural censal,500,2017
130201,"La Libertad, Ascope, distrito: Ascope",Total,6763,2017
130202,"La Libertad, Ascope, distrito: Chicama",Urbano censal,14309,2017
130202,"La Libertad, Ascope, distrito: Chicama",Rural censal,1255,2017
130202,"La Libertad, Ascope, distrito: Chicama",Total,15565,2017
130203,"La Libertad, Ascope, distrito: Chocope",Urbano censal,7546,2017
130203,"La Libertad, Ascope, distrito: Chocope",Rural censal,2150,2017
130203,"La Libertad, Ascope, distrito: Chocope",Total,9697,2017
130204,"La Libertad, Ascope, distrito: Magdalena de Cao",Urbano censal,2206,2017
130204,"La Libertad, Ascope, distrito: Magdalena de Cao",Rural censal,455,2017
130204,"La Libertad, Ascope, distrito: Magdalena de Cao",Total,2661,2017
130205,"La Libertad, Ascope, distrito: Paijan",Urbano censal,25575,2017
130205,"La Libertad, Ascope, distrito: Paijan",Rural censal,1554,2017
130205,"La Libertad, Ascope, distrito: Paijan",Total,27129,2017
130206,"La Libertad, Ascope, distrito: Razuri",Urbano censal,6152,2017
130206,"La Libertad, Ascope, distrito: Razuri",Rural censal,2858,2017
130206,"La Libertad, Ascope, distrito: Razuri",Total,9011,2017
130207,"La Libertad, Ascope, distrito: Santiago de Cao",Urbano censal,19010,2017
130207,"La Libertad, Ascope, distrito: Santiago de Cao",Rural censal,550,2017
130207,"La Libertad, Ascope, distrito: Santiago de Cao",Total,19561,2017
130208,"La Libertad, Ascope, distrito: Casa Grande",Urbano censal,27705,2017
130208,"La Libertad, Ascope, distrito: Casa Grande",Rural censal,1577,2017
130208,"La Libertad, Ascope, distrito: Casa Grande",Total,29283,2017
130301,"La Libertad, Bolívar, distrito: Bolívar",Urbano censal,1703,2017
130301,"La Libertad, Bolívar, distrito: Bolívar",Rural censal,3175,2017
130301,"La Libertad, Bolívar, distrito: Bolívar",Total,4878,2017
130302,"La Libertad, Bolívar, distrito: Bambamarca",Urbano censal,693,2017
130302,"La Libertad, Bolívar, distrito: Bambamarca",Rural censal,2481,2017
130302,"La Libertad, Bolívar, distrito: Bambamarca",Total,3174,2017
130303,"La Libertad, Bolívar, distrito: Condormarca",Urbano censal,385,2017
130303,"La Libertad, Bolívar, distrito: Condormarca",Rural censal,1733,2017
130303,"La Libertad, Bolívar, distrito: Condormarca",Total,2118,2017
130304,"La Libertad, Bolívar, distrito: Longotea",Urbano censal,1318,2017
130304,"La Libertad, Bolívar, distrito: Longotea",Rural censal,979,2017
130304,"La Libertad, Bolívar, distrito: Longotea",Total,2298,2017
130305,"La Libertad, Bolívar, distrito: Uchumarca",Urbano censal,1128,2017
130305,"La Libertad, Bolívar, distrito: Uchumarca",Rural censal,1316,2017
130305,"La Libertad, Bolívar, distrito: Uchumarca",Total,2444,2017
130306,"La Libertad, Bolívar, distrito: Ucuncha",Urbano censal,672,2017
130306,"La Libertad, Bolívar, distrito: Ucuncha",Rural censal,222,2017
130306,"La Libertad, Bolívar, distrito: Ucuncha",Total,895,2017
130401,"La Libertad, Chepén, distrito: Chepén",Urbano censal,44237,2017
130401,"La Libertad, Chepén, distrito: Chepén",Rural censal,3133,2017
130401,"La Libertad, Chepén, distrito: Chepén",Total,47371,2017
130402,"La Libertad, Chepén, distrito: Pacanga",Urbano censal,18553,2017
130402,"La Libertad, Chepén, distrito: Pacanga",Rural censal,4194,2017
130402,"La Libertad, Chepén, distrito: Pacanga",Total,22747,2017
130403,"La Libertad, Chepén, distrito: Pueblo Nuevo",Urbano censal,9459,2017
130403,"La Libertad, Chepén, distrito: Pueblo Nuevo",Rural censal,2992,2017
130403,"La Libertad, Chepén, distrito: Pueblo Nuevo",Total,12452,2017
130501,"La Libertad, Julcán, distrito: Julcán",Urbano censal,2996,2017
130501,"La Libertad, Julcán, distrito: Julcán",Rural censal,9581,2017
130501,"La Libertad, Julcán, distrito: Julcán",Total,12577,2017
130502,"La Libertad, Julcán, distrito: Calamarca",Urbano censal,688,2017
130502,"La Libertad, Julcán, distrito: Calamarca",Rural censal,4543,2017
130502,"La Libertad, Julcán, distrito: Calamarca",Total,5231,2017
130503,"La Libertad, Julcán, distrito: Carabamba",Urbano censal,1362,2017
130503,"La Libertad, Julcán, distrito: Carabamba",Rural censal,5465,2017
130503,"La Libertad, Julcán, distrito: Carabamba",Total,6827,2017
130504,"La Libertad, Julcán, distrito: Huaso",Urbano censal,706,2017
130504,"La Libertad, Julcán, distrito: Huaso",Rural censal,5453,2017
130504,"La Libertad, Julcán, distrito: Huaso",Total,6159,2017
130601,"La Libertad, Otuzco, distrito: Otuzco",Urbano censal,14213,2017
130601,"La Libertad, Otuzco, distrito: Otuzco",Rural censal,11825,2017
130601,"La Libertad, Otuzco, distrito: Otuzco",Total,26038,2017
130602,"La Libertad, Otuzco, distrito: Agallpampa",Urbano censal,924,2017
130602,"La Libertad, Otuzco, distrito: Agallpampa",Rural censal,9168,2017
130602,"La Libertad, Otuzco, distrito: Agallpampa",Total,10092,2017
130604,"La Libertad, Otuzco, distrito: Charat",Urbano censal,777,2017
130604,"La Libertad, Otuzco, distrito: Charat",Rural censal,1848,2017
130604,"La Libertad, Otuzco, distrito: Charat",Total,2626,2017
130605,"La Libertad, Otuzco, distrito: Huaranchal",Urbano censal,2160,2017
130605,"La Libertad, Otuzco, distrito: Huaranchal",Rural censal,2064,2017
130605,"La Libertad, Otuzco, distrito: Huaranchal",Total,4225,2017
130606,"La Libertad, Otuzco, distrito: La Cuesta",Urbano censal,76,2017
130606,"La Libertad, Otuzco, distrito: La Cuesta",Rural censal,582,2017
130606,"La Libertad, Otuzco, distrito: La Cuesta",Total,659,2017
130608,"La Libertad, Otuzco, distrito: Mache",Urbano censal,954,2017
130608,"La Libertad, Otuzco, distrito: Mache",Rural censal,1926,2017
130608,"La Libertad, Otuzco, distrito: Mache",Total,2881,2017
130610,"La Libertad, Otuzco, distrito: Paranday",Urbano censal,147,2017
130610,"La Libertad, Otuzco, distrito: Paranday",Rural censal,407,2017
130610,"La Libertad, Otuzco, distrito: Paranday",Total,554,2017
130611,"La Libertad, Otuzco, distrito: Salpo",Urbano censal,1256,2017
130611,"La Libertad, Otuzco, distrito: Salpo",Rural censal,5146,2017
130611,"La Libertad, Otuzco, distrito: Salpo",Total,6403,2017
130613,"La Libertad, Otuzco, distrito: Sinsicap",Urbano censal,2328,2017
130613,"La Libertad, Otuzco, distrito: Sinsicap",Rural censal,5221,2017
130613,"La Libertad, Otuzco, distrito: Sinsicap",Total,7549,2017
130614,"La Libertad, Otuzco, distrito: Usquil",Urbano censal,3778,2017
130614,"La Libertad, Otuzco, distrito: Usquil",Rural censal,19442,2017
130614,"La Libertad, Otuzco, distrito: Usquil",Total,23220,2017
130701,"La Libertad, Pacasmayo, distrito: San Pedro de Lloc",Urbano censal,17297,2017
130701,"La Libertad, Pacasmayo, distrito: San Pedro de Lloc",Rural censal,1008,2017
130701,"La Libertad, Pacasmayo, distrito: San Pedro de Lloc",Total,18305,2017
130702,"La Libertad, Pacasmayo, distrito: Guadalupe",Urbano censal,38117,2017
130702,"La Libertad, Pacasmayo, distrito: Guadalupe",Rural censal,3693,2017
130702,"La Libertad, Pacasmayo, distrito: Guadalupe",Total,41810,2017
130703,"La Libertad, Pacasmayo, distrito: Jequetepeque",Urbano censal,3922,2017
130703,"La Libertad, Pacasmayo, distrito: Jequetepeque",Rural censal,335,2017
130703,"La Libertad, Pacasmayo, distrito: Jequetepeque",Total,4258,2017
130704,"La Libertad, Pacasmayo, distrito: Pacasmayo",Urbano censal,30207,2017
130704,"La Libertad, Pacasmayo, distrito: Pacasmayo",Rural censal,31,2017
130704,"La Libertad, Pacasmayo, distrito: Pacasmayo",Total,30239,2017
130705,"La Libertad, Pacasmayo, distrito: San José",Urbano censal,11130,2017
130705,"La Libertad, Pacasmayo, distrito: San José",Rural censal,1074,2017
130705,"La Libertad, Pacasmayo, distrito: San José",Total,12205,2017
130801,"La Libertad, Pataz, distrito: Tayabamba",Urbano censal,4188,2017
130801,"La Libertad, Pataz, distrito: Tayabamba",Rural censal,9452,2017
130801,"La Libertad, Pataz, distrito: Tayabamba",Total,13641,2017
130802,"La Libertad, Pataz, distrito: Buldibuyo",Urbano censal,1107,2017
130802,"La Libertad, Pataz, distrito: Buldibuyo",Rural censal,2971,2017
130802,"La Libertad, Pataz, distrito: Buldibuyo",Total,4078,2017
130803,"La Libertad, Pataz, distrito: Chillia",Urbano censal,2272,2017
130803,"La Libertad, Pataz, distrito: Chillia",Rural censal,10365,2017
130803,"La Libertad, Pataz, distrito: Chillia",Total,12637,2017
130804,"La Libertad, Pataz, distrito: Huancaspata",Urbano censal,1268,2017
130804,"La Libertad, Pataz, distrito: Huancaspata",Rural censal,5123,2017
130804,"La Libertad, Pataz, distrito: Huancaspata",Total,6391,2017
130805,"La Libertad, Pataz, distrito: Huaylillas",Urbano censal,477,2017
130805,"La Libertad, Pataz, distrito: Huaylillas",Rural censal,750,2017
130805,"La Libertad, Pataz, distrito: Huaylillas",Total,1228,2017
130806,"La Libertad, Pataz, distrito: Huayo",Urbano censal,358,2017
130806,"La Libertad, Pataz, distrito: Huayo",Rural censal,3420,2017
130806,"La Libertad, Pataz, distrito: Huayo",Total,3778,2017
130807,"La Libertad, Pataz, distrito: Ongon",Urbano censal,149,2017
130807,"La Libertad, Pataz, distrito: Ongon",Rural censal,1251,2017
130807,"La Libertad, Pataz, distrito: Ongon",Total,1401,2017
130808,"La Libertad, Pataz, distrito: Parcoy",Urbano censal,8160,2017
130808,"La Libertad, Pataz, distrito: Parcoy",Rural censal,11577,2017
130808,"La Libertad, Pataz, distrito: Parcoy",Total,19738,2017
130809,"La Libertad, Pataz, distrito: Pataz",Urbano censal,3354,2017
130809,"La Libertad, Pataz, distrito: Pataz",Rural censal,6469,2017
130809,"La Libertad, Pataz, distrito: Pataz",Total,9824,2017
130810,"La Libertad, Pataz, distrito: Pias",Urbano censal,532,2017
130810,"La Libertad, Pataz, distrito: Pias",Rural censal,1257,2017
130810,"La Libertad, Pataz, distrito: Pias",Total,1789,2017
130811,"La Libertad, Pataz, distrito: Santiago de Challas",Urbano censal,1115,2017
130811,"La Libertad, Pataz, distrito: Santiago de Challas",Rural censal,1235,2017
130811,"La Libertad, Pataz, distrito: Santiago de Challas",Total,2350,2017
130812,"La Libertad, Pataz, distrito: Taurija",Urbano censal,978,2017
130812,"La Libertad, Pataz, distrito: Taurija",Rural censal,2001,2017
130812,"La Libertad, Pataz, distrito: Taurija",Total,2979,2017
130813,"La Libertad, Pataz, distrito: Urpay",Urbano censal,537,2017
130813,"La Libertad, Pataz, distrito: Urpay",Rural censal,1656,2017
130813,"La Libertad, Pataz, distrito: Urpay",Total,2194,2017
130901,"La Libertad, Sánchez Carrión, distrito: Huamachuco",Urbano censal,46771,2017
130901,"La Libertad, Sánchez Carrión, distrito: Huamachuco",Rural censal,25492,2017
130901,"La Libertad, Sánchez Carrión, distrito: Huamachuco",Total,72264,2017
130902,"La Libertad, Sánchez Carrión, distrito: Chugay",Urbano censal,2241,2017
130902,"La Libertad, Sánchez Carrión, distrito: Chugay",Rural censal,16335,2017
130902,"La Libertad, Sánchez Carrión, distrito: Chugay",Total,18577,2017
130903,"La Libertad, Sánchez Carrión, distrito: Cochorco",Urbano censal,1081,2017
130903,"La Libertad, Sánchez Carrión, distrito: Cochorco",Rural censal,8525,2017
130903,"La Libertad, Sánchez Carrión, distrito: Cochorco",Total,9607,2017
130904,"La Libertad, Sánchez Carrión, distrito: Curgos",Urbano censal,2121,2017
130904,"La Libertad, Sánchez Carrión, distrito: Curgos",Rural censal,6401,2017
130904,"La Libertad, Sánchez Carrión, distrito: Curgos",Total,8522,2017
130905,"La Libertad, Sánchez Carrión, distrito: Marcabal",Urbano censal,365,2017
130905,"La Libertad, Sánchez Carrión, distrito: Marcabal",Rural censal,11458,2017
130905,"La Libertad, Sánchez Carrión, distrito: Marcabal",Total,11823,2017
130906,"La Libertad, Sánchez Carrión, distrito: Sanagoran",Urbano censal,428,2017
130906,"La Libertad, Sánchez Carrión, distrito: Sanagoran",Rural censal,13799,2017
130906,"La Libertad, Sánchez Carrión, distrito: Sanagoran",Total,14228,2017
130907,"La Libertad, Sánchez Carrión, distrito: Sarin",Urbano censal,2175,2017
130907,"La Libertad, Sánchez Carrión, distrito: Sarin",Rural censal,7410,2017
130907,"La Libertad, Sánchez Carrión, distrito: Sarin",Total,9585,2017
130908,"La Libertad, Sánchez Carrión, distrito: Sartimbamba",Urbano censal,698,2017
130908,"La Libertad, Sánchez Carrión, distrito: Sartimbamba",Rural censal,13064,2017
130908,"La Libertad, Sánchez Carrión, distrito: Sartimbamba",Total,13762,2017
131001,"La Libertad, Santiago de Chuco, distrito: Santiago de Chuco",Urbano censal,7802,2017
131001,"La Libertad, Santiago de Chuco, distrito: Santiago de Chuco",Rural censal,12094,2017
131001,"La Libertad, Santiago de Chuco, distrito: Santiago de Chuco",Total,19897,2017
131002,"La Libertad, Santiago de Chuco, distrito: Angasmarca",Urbano censal,1899,2017
131002,"La Libertad, Santiago de Chuco, distrito: Angasmarca",Rural censal,3197,2017
131002,"La Libertad, Santiago de Chuco, distrito: Angasmarca",Total,5096,2017
131003,"La Libertad, Santiago de Chuco, distrito: Cachicadan",Urbano censal,2715,2017
131003,"La Libertad, Santiago de Chuco, distrito: Cachicadan",Rural censal,3134,2017
131003,"La Libertad, Santiago de Chuco, distrito: Cachicadan",Total,5850,2017
131004,"La Libertad, Santiago de Chuco, distrito: Mollebamba",Urbano censal,1006,2017
131004,"La Libertad, Santiago de Chuco, distrito: Mollebamba",Rural censal,827,2017
131004,"La Libertad, Santiago de Chuco, distrito: Mollebamba",Total,1834,2017
131005,"La Libertad, Santiago de Chuco, distrito: Mollepata",Urbano censal,167,2017
131005,"La Libertad, Santiago de Chuco, distrito: Mollepata",Rural censal,2290,2017
131005,"La Libertad, Santiago de Chuco, distrito: Mollepata",Total,2458,2017
131006,"La Libertad, Santiago de Chuco, distrito: Quiruvilca",Urbano censal,7420,2017
131006,"La Libertad, Santiago de Chuco, distrito: Quiruvilca",Rural censal,6096,2017
131006,"La Libertad, Santiago de Chuco, distrito: Quiruvilca",Total,13516,2017
131007,"La Libertad, Santiago de Chuco, distrito: Santa Cruz de Chuca",Urbano censal,617,2017
131007,"La Libertad, Santiago de Chuco, distrito: Santa Cruz de Chuca",Rural censal,2411,2017
131007,"La Libertad, Santiago de Chuco, distrito: Santa Cruz de Chuca",Total,3029,2017
131008,"La Libertad, Santiago de Chuco, distrito: Sitabamba",Urbano censal,847,2017
131008,"La Libertad, Santiago de Chuco, distrito: Sitabamba",Rural censal,2777,2017
131008,"La Libertad, Santiago de Chuco, distrito: Sitabamba",Total,3625,2017
131101,"La Libertad, Gran Chimú, distrito: Cascas",Urbano censal,4722,2017
131101,"La Libertad, Gran Chimú, distrito: Cascas",Rural censal,9331,2017
131101,"La Libertad, Gran Chimú, distrito: Cascas",Total,14054,2017
131102,"La Libertad, Gran Chimú, distrito: Lucma",Urbano censal,624,2017
131102,"La Libertad, Gran Chimú, distrito: Lucma",Rural censal,4322,2017
131102,"La Libertad, Gran Chimú, distrito: Lucma",Total,4947,2017
131103,"La Libertad, Gran Chimú, distrito: Marmot",Urbano censal,532,2017
131103,"La Libertad, Gran Chimú, distrito: Marmot",Rural censal,1958,2017
131103,"La Libertad, Gran Chimú, distrito: Marmot",Total,2490,2017
131104,"La Libertad, Gran Chimú, distrito: Sayapullo",Urbano censal,1722,2017
131104,"La Libertad, Gran Chimú, distrito: Sayapullo",Rural censal,4947,2017
131104,"La Libertad, Gran Chimú, distrito: Sayapullo",Total,6669,2017
131201,"La Libertad, Virú, distrito: Virú",Urbano censal,43225,2017
131201,"La Libertad, Virú, distrito: Virú",Rural censal,11833,2017
131201,"La Libertad, Virú, distrito: Virú",Total,55059,2017
131202,"La Libertad, Virú, distrito: Chao",Urbano censal,29325,2017
131202,"La Libertad, Virú, distrito: Chao",Rural censal,5099,2017
131202,"La Libertad, Virú, distrito: Chao",Total,34424,2017
131203,"La Libertad, Virú, distrito: Guadalupito",Urbano censal,6916,2017
131203,"La Libertad, Virú, distrito: Guadalupito",Rural censal,290,2017
131203,"La Libertad, Virú, distrito: Guadalupito",Total,7206,2017
140101,"Lambayeque, Chiclayo, distrito: Chiclayo",Urbano censal,277626,2017
140101,"Lambayeque, Chiclayo, distrito: Chiclayo",Rural censal,298,2017
140101,"Lambayeque, Chiclayo, distrito: Chiclayo",Total,277924,2017
140102,"Lambayeque, Chiclayo, distrito: Chongoyape",Urbano censal,15957,2017
140102,"Lambayeque, Chiclayo, distrito: Chongoyape",Rural censal,2911,2017
140102,"Lambayeque, Chiclayo, distrito: Chongoyape",Total,18868,2017
140103,"Lambayeque, Chiclayo, distrito: Eten",Urbano censal,12082,2017
140103,"Lambayeque, Chiclayo, distrito: Eten",Rural censal,285,2017
140103,"Lambayeque, Chiclayo, distrito: Eten",Total,12368,2017
140104,"Lambayeque, Chiclayo, distrito: Eten Puerto",Urbano censal,2357,2017
140104,"Lambayeque, Chiclayo, distrito: Eten Puerto",Total,2357,2017
140105,"Lambayeque, Chiclayo, distrito: José Leonardo Ortiz",Urbano censal,161986,2017
140105,"Lambayeque, Chiclayo, distrito: José Leonardo Ortiz",Total,161986,2017
140106,"Lambayeque, Chiclayo, distrito: La Victoria",Urbano censal,87438,2017
140106,"Lambayeque, Chiclayo, distrito: La Victoria",Rural censal,5358,2017
140106,"Lambayeque, Chiclayo, distrito: La Victoria",Total,92796,2017
140107,"Lambayeque, Chiclayo, distrito: Lagunas",Urbano censal,8492,2017
140107,"Lambayeque, Chiclayo, distrito: Lagunas",Rural censal,1843,2017
140107,"Lambayeque, Chiclayo, distrito: Lagunas",Total,10335,2017
140108,"Lambayeque, Chiclayo, distrito: Monsefu",Urbano censal,24566,2017
140108,"Lambayeque, Chiclayo, distrito: Monsefu",Rural censal,9062,2017
140108,"Lambayeque, Chiclayo, distrito: Monsefu",Total,33628,2017
140109,"Lambayeque, Chiclayo, distrito: Nueva Arica",Urbano censal,2196,2017
140109,"Lambayeque, Chiclayo, distrito: Nueva Arica",Rural censal,276,2017
140109,"Lambayeque, Chiclayo, distrito: Nueva Arica",Total,2473,2017
140110,"Lambayeque, Chiclayo, distrito: Oyotun",Urbano censal,6828,2017
